# Chinese Aviation network
129	46
115	159
159	54
129	115
161	115
27	166
54	63
132	115
91	115
161	133
27	63
132	152
54	59
27	197
135	115
27	75
132	153
132	119
131	19
128	132
168	132
132	63
54	115
27	115
132	27
194	131
143	135
59	54
47	132
63	152
153	132
19	158
132	158
54	131
131	27
131	27
164	91
59	132
19	32
47	132
145	115
132	115
19	63
132	131
158	132
19	132
166	159
132	113
166	119
54	161
161	132
95	91
164	91
164	91
132	193
132	131
56	132
68	115
19	158
19	63
19	63
119	132
166	158
132	19
108	132
19	115
132	63
143	157
189	74
119	132
126	132
190	115
54	143
131	129
63	161
54	131
131	19
124	166
132	153
132	119
27	132
126	132
145	143
19	115
132	64
194	143
54	19
159	115
193	115
131	132
19	132
152	126
134	145
131	124
19	63
63	19
63	132
132	19
166	124
193	115
63	132
27	131
131	193
159	63
158	126
74	115
47	115
132	143
63	159
63	166
132	117
19	131
19	131
131	166
131	132
152	132
159	115
132	27
131	124
153	132
63	132
132	119
193	63
132	63
132	63
132	19
126	63
131	27
54	166
143	131
159	54
19	131
54	131
131	54
132	158
132	63
157	131
157	131
132	159
143	131
132	63
132	63
132	117
132	161
54	19
132	134
143	145
132	158
132	158
132	27
132	193
19	132
19	131
131	54
131	194
159	54
194	63
124	131
129	131
135	63
131	54
131	132
54	119
64	132
193	132
161	54
119	143
126	158
166	27
131	145
131	19
159	63
143	54
158	19
145	131
115	19
132	193
132	63
161	63
166	54
193	131
143	194
19	63
54	124
117	132
19	132
124	131
27	131
143	119
119	166
166	131
54	124
132	152
132	126
132	131
132	19
143	132
166	131
131	54
19	131
132	131
158	132
117	91
166	129
19	57
63	132
131	19
27	131
131	189
19	132
115	190
27	132
19	32
19	63
27	85
132	202
132	24
132	62
132	167
194	54
59	8
54	103
132	63
132	53
132	98
132	98
54	93
132	68
132	59
115	159
57	107
115	132
132	115
19	160
47	57
115	46
115	193
28	129
28	129
19	15
19	15
19	68
129	195
19	15
113	132
115	145
19	33
19	121
19	121
27	92
19	180
19	77
19	77
19	163
115	91
132	74
102	19
19	116
132	59
115	124
170	161
19	180
132	194
19	119
19	111
196	131
19	107
19	131
19	93
19	91
19	116
19	59
19	59
27	85
132	108
180	193
54	159
115	134
19	33
19	26
132	159
19	180
19	60
19	60
19	131
77	19
27	131
19	109
19	149
19	149
19	126
19	85
19	116
19	116
27	85
15	19
54	159
128	174
115	134
54	63
117	134
19	180
19	159
19	159
19	111
19	77
115	189
27	127
19	107
19	186
59	193
19	197
19	197
19	27
19	79
19	91
27	36
59	132
59	132
115	46
54	190
126	54
132	46
19	68
19	191
129	56
19	152
27	99
27	92
27	92
19	119
19	77
19	167
19	159
19	107
54	91
132	148
19	95
54	59
19	32
194	91
19	15
19	68
19	170
27	183
19	152
132	102
179	54
132	55
27	159
111	19
19	130
18	60
19	60
19	111
194	99
128	159
54	95
19	197
19	197
19	31
19	165
19	165
54	59
27	161
115	159
19	32
19	42
19	151
19	148
19	124
27	118
19	13
19	105
54	178
132	63
27	113
194	129
27	92
132	70
116	184
128	159
27	25
19	163
115	27
131	196
54	95
54	68
19	116
19	91
19	59
19	59
19	59
27	85
115	193
115	193
130	28
19	68
19	15
19	15
19	170
54	128
19	15
27	91
130	124
194	93
194	93
54	153
54	153
27	193
131	159
115	54
131	190
19	57
132	118
132	131
115	68
163	19
119	19
19	190
135	129
54	184
19	163
131	55
19	129
54	135
124	27
129	68
19	79
130	128
59	68
27	90
27	1
27	36
27	36
132	97
59	54
132	59
194	36
18	29
115	153
115	153
115	113
129	195
115	190
27	91
130	129
130	124
130	124
27	93
129	115
131	193
19	57
54	140
194	64
19	159
124	161
19	161
19	63
19	130
19	8
19	73
54	109
54	161
54	91
19	163
132	161
131	56
131	161
56	135
54	135
19	197
19	194
19	55
132	32
59	157
19	59
27	3
91	164
91	144
59	54
194	87
54	126
59	54
126	195
129	196
128	132
194	159
27	31
91	194
91	194
27	161
27	23
27	93
27	95
130	129
130	105
19	57
115	161
19	57
19	115
124	159
124	159
27	116
132	63
27	92
19	119
54	27
194	129
54	130
132	91
54	70
19	129
131	59
131	57
130	128
19	46
54	145
19	55
128	161
19	116
19	95
194	90
32	40
27	85
160	129
95	91
19	40
91	144
19	35
59	54
54	129
54	59
129	54
170	115
135	32
63	193
129	190
126	195
59	54
128	54
126	195
190	194
132	56
190	129
115	135
70	129
132	167
170	63
64	132
95	190
54	194
194	135
145	63
63	29
63	29
63	29
190	124
27	92
19	130
19	63
19	119
129	193
27	54
124	160
130	19
74	93
54	130
27	158
74	129
145	190
63	20
194	130
129	19
194	19
18	129
27	124
27	19
55	74
124	93
132	144
19	27
134	161
132	93
130	93
189	143
19	91
32	40
95	91
124	32
54	56
54	59
194	190
124	135
91	27
54	128
129	159
47	159
18	2
54	197
54	14
129	159
193	85
54	197
134	141
130	170
179	54
190	31
19	172
27	185
54	194
19	180
27	132
132	109
194	128
63	116
19	113
132	193
27	63
132	117
129	145
27	19
145	56
27	153
131	57
161	92
128	161
124	163
54	99
32	151
145	32
170	74
132	59
18	15
54	126
161	85
161	177
194	184
129	56
190	119
130	126
116	159
129	63
59	129
124	19
32	193
32	193
32	193
32	193
27	180
27	180
27	180
32	64
124	19
131	193
161	190
161	190
132	63
124	63
74	161
129	173
27	190
128	55
132	63
129	193
131	18
124	57
54	104
194	59
91	128
163	91
129	74
194	119
193	132
129	124
27	115
19	190
54	98
19	93
130	161
130	161
131	189
47	19
19	109
74	132
131	93
63	57
19	102
27	57
91	57
132	157
91	164
19	26
56	132
92	23
129	28
129	28
124	191
19	44
74	161
54	113
131	193
113	161
91	194
194	193
70	129
194	115
18	199
27	99
32	131
19	161
131	159
194	132
194	132
150	132
170	159
193	46
132	25
129	74
54	174
128	46
27	74
27	74
130	54
91	64
124	46
131	134
74	143
54	91
194	19
27	68
132	27
19	93
161	132
130	196
93	32
161	132
132	184
129	91
57	131
19	56
19	41
193	92
193	92
63	95
27	157
27	157
27	157
27	157
62	161
129	160
91	164
194	9
91	39
32	145
43	161
91	116
132	128
